Activity,Activity_Type,Activity_Qualifier,Activity_Value,Compound_CID,Protein_Accession,Label
Active,IC50,<,0.005,137529620.0,O60885,1.0
Active,Kd,=,0.0025,126619980.0,O60885,1.0
Active,IC50,<,0.1,90409526.0,O60885,1.0
Active,IC50,<,0.1,90438023.0,O60885,1.0
Active,IC50,<,0.1,90410545.0,O60885,1.0
Active,IC50,<,0.1,90408988.0,O60885,1.0
Active,IC50,<,0.1,86299163.0,O60885,1.0
Active,IC50,<,0.1,86298853.0,O60885,1.0
Active,IC50,=,0.482,172453567.0,O60885,1.0
Active,IC50,=,0.194,172448679.0,O60885,1.0
Active,IC50,=,0.0151,172469793.0,O60885,1.0
Active,IC50,=,0.0129,172455078.0,O60885,1.0
Active,IC50,<,0.005,137529576.0,O60885,1.0
Active,IC50,<,0.025,137529512.0,O60885,1.0
Active,IC50,<,0.005,118201257.0,O60885,1.0
Active,IC50,<,0.005,118196555.0,O60885,1.0
Active,IC50,<,0.005,118201235.0,O60885,1.0
Active,IC50,=,0.003,164614959.0,O60885,1.0
Active,IC50,=,0.055,163322387.0,O60885,1.0
Active,Kd,=,0.228,122551841.0,O60885,1.0
Active,Kd,=,0.003,126654553.0,O60885,1.0
Active,IC50,<,0.005,118201233.0,O60885,1.0
Active,IC50,<,0.005,118201270.0,O60885,1.0
Active,IC50,<,0.025,137529593.0,O60885,1.0
Active,IC50,<,0.005,137529560.0,O60885,1.0
Active,IC50,<,0.005,118196372.0,O60885,1.0
Active,IC50,<,0.005,118196560.0,O60885,1.0
Active,IC50,<,0.005,121422525.0,O60885,1.0
Active,IC50,<,0.005,118196607.0,O60885,1.0
Active,IC50,<,0.005,118196563.0,O60885,1.0
Active,IC50,<,0.005,118201251.0,O60885,1.0
Active,IC50,<,0.005,118196355.0,O60885,1.0
Active,IC50,<,0.005,121422520.0,O60885,1.0
Active,IC50,<,0.005,137529627.0,O60885,1.0
Active,IC50,<,0.005,118196518.0,O60885,1.0
Active,IC50,<,0.005,118196549.0,O60885,1.0
Active,IC50,<,0.005,137529630.0,O60885,1.0
Active,IC50,<,0.005,118201279.0,O60885,1.0
Active,IC50,<,0.005,121422523.0,O60885,1.0
Active,IC50,<,0.005,121422503.0,O60885,1.0
Active,IC50,<,0.005,118196553.0,O60885,1.0
Active,IC50,<,0.005,118196683.0,O60885,1.0
Active,IC50,<,0.005,118196338.0,O60885,1.0
Active,IC50,<,0.005,118196521.0,O60885,1.0
Active,IC50,<,0.005,118196378.0,O60885,1.0
Active,IC50,<,0.005,118196541.0,O60885,1.0
Active,IC50,<,0.005,118196596.0,O60885,1.0
Active,IC50,<,0.005,118196261.0,O60885,1.0
Active,IC50,<,0.005,118201198.0,O60885,1.0
Active,IC50,<,0.005,137529515.0,O60885,1.0
Active,IC50,<,0.005,118196438.0,O60885,1.0
Active,IC50,<,0.005,118201203.0,O60885,1.0
Active,IC50,<,0.025,121422531.0,O60885,1.0
Active,IC50,<,0.005,121422527.0,O60885,1.0
Active,IC50,<,0.005,118201228.0,O60885,1.0
Active,IC50,<,0.005,118201240.0,O60885,1.0
Active,IC50,<,0.005,121422529.0,O60885,1.0
Active,IC50,<,0.005,118201283.0,O60885,1.0
Active,IC50,<,0.025,118196364.0,O60885,1.0
Active,IC50,<,0.005,118196609.0,O60885,1.0
Active,IC50,<,0.005,137529592.0,O60885,1.0
Active,IC50,<,0.025,137529584.0,O60885,1.0
Active,IC50,<,0.005,118196782.0,O60885,1.0
Active,IC50,<,0.005,118201219.0,O60885,1.0
Active,IC50,<,0.005,118201258.0,O60885,1.0
Active,IC50,<,0.005,118196605.0,O60885,1.0
Active,IC50,<,0.005,118196277.0,O60885,1.0
Active,IC50,<,0.005,137529585.0,O60885,1.0
Active,IC50,<,0.005,137529564.0,O60885,1.0
Active,IC50,<,0.025,137529548.0,O60885,1.0
Active,IC50,<,0.005,137529532.0,O60885,1.0
Active,IC50,<,0.025,137529518.0,O60885,1.0
Active,IC50,<,0.005,118196472.0,O60885,1.0
Active,IC50,<,0.005,118201242.0,O60885,1.0
Active,IC50,<,0.005,118196403.0,O60885,1.0
Active,IC50,<,0.025,118196482.0,O60885,1.0
Active,IC50,<,0.005,121422510.0,O60885,1.0
Active,IC50,<,0.005,137529590.0,O60885,1.0
Active,IC50,<,0.005,137529574.0,O60885,1.0
Active,IC50,<,0.025,137529551.0,O60885,1.0
Active,IC50,=,0.037,164618092.0,O60885,1.0
Active,IC50,=,0.0092,164622149.0,O60885,1.0
Active,IC50,=,0.0056,164625073.0,O60885,1.0
Active,IC50,<,0.005,118196536.0,O60885,1.0
Active,IC50,<,0.025,137529643.0,O60885,1.0
Active,IC50,<,0.025,121422530.0,O60885,1.0
Active,IC50,<,0.005,118196612.0,O60885,1.0
Active,IC50,<,0.005,118196492.0,O60885,1.0
Active,IC50,<,0.005,118196299.0,O60885,1.0
Active,IC50,<,0.005,137529611.0,O60885,1.0
Active,IC50,<,0.005,121422518.0,O60885,1.0
Active,IC50,<,0.005,137529507.0,O60885,1.0
Active,IC50,<,0.005,118201204.0,O60885,1.0
Active,IC50,<,0.025,118201288.0,O60885,1.0
Active,IC50,<,0.005,137529639.0,O60885,1.0
Active,IC50,=,0.012,164626327.0,O60885,1.0
Active,IC50,=,0.058,164627004.0,O60885,1.0
Active,IC50,,0.0254,146322282.0,O60885,1.0
Active,IC50,,0.0201,162533433.0,O60885,1.0
Active,IC50,,0.0185,146322258.0,O60885,1.0
Active,IC50,,0.0083,146322271.0,O60885,1.0
Active,IC50,,0.0103,162533431.0,O60885,1.0
Active,IC50,,0.0136,162533430.0,O60885,1.0
Active,IC50,,0.0151,162533429.0,O60885,1.0
Active,IC50,,0.0145,146322249.0,O60885,1.0
Active,IC50,,0.0157,146322251.0,O60885,1.0
Active,IC50,,0.016,135276366.0,O60885,1.0
Active,IC50,,0.037,149890321.0,O60885,1.0
Active,IC50,,0.013,142746152.0,O60885,1.0
Active,IC50,,0.061,142406514.0,O60885,1.0
Active,IC50,,0.001,135276229.0,O60885,1.0
Active,IC50,,0.014,142745890.0,O60885,1.0
Active,IC50,,0.031,135276200.0,O60885,1.0
Active,IC50,,0.628,44180034.0,O60885,1.0
Active,IC50,,0.0271,71300862.0,O60885,1.0
Active,IC50,,0.241,44180156.0,O60885,1.0
Active,IC50,,0.231,118540003.0,O60885,1.0
Active,IC50,,0.349,118540002.0,O60885,1.0
Active,IC50,,0.326,44180158.0,O60885,1.0
Active,IC50,,0.558,118539999.0,O60885,1.0
Active,IC50,=,0.9817,155558894.0,O60885,1.0
Active,IC50,=,0.1071,155530144.0,O60885,1.0
Active,IC50,=,0.3202,155550228.0,O60885,1.0
Active,IC50,=,0.6602,155554809.0,O60885,1.0
Active,IC50,=,0.4349,155530564.0,O60885,1.0
Active,IC50,,0.646,118539998.0,O60885,1.0
Active,IC50,,0.662,118540007.0,O60885,1.0
Active,IC50,,0.193,118547301.0,O60885,1.0
Active,IC50,,0.748,118540011.0,O60885,1.0
Active,IC50,,0.811,44180398.0,O60885,1.0
Active,IC50,=,0.2052,155513363.0,O60885,1.0
Active,IC50,=,0.328,155546620.0,O60885,1.0
Active,IC50,=,0.1671,155520236.0,O60885,1.0
Active,IC50,=,0.2374,1395662.0,O60885,1.0
Active,IC50,=,0.0548,155536305.0,O60885,1.0
Active,IC50,=,0.2171,155560004.0,O60885,1.0
Active,IC50,=,0.0126,155519805.0,O60885,1.0
Active,IC50,=,0.3286,155552169.0,O60885,1.0
Active,IC50,=,0.3342,155566327.0,O60885,1.0
Active,IC50,=,0.1,145829181.0,O60885,1.0
Active,IC50,=,0.4349,155518530.0,O60885,1.0
Active,IC50,=,0.2376,155564565.0,O60885,1.0
Active,IC50,,0.006,135276302.0,O60885,1.0
Active,IC50,,0.016,142745843.0,O60885,1.0
Active,IC50,,0.04,142746197.0,O60885,1.0
Active,IC50,,0.079,142746234.0,O60885,1.0
Active,IC50,,0.028,142406300.0,O60885,1.0
Active,IC50,,0.056,135276008.0,O60885,1.0
Active,IC50,,0.056,135276336.0,O60885,1.0
Active,IC50,,0.056,142746087.0,O60885,1.0
Active,IC50,,0.031,142746075.0,O60885,1.0
Active,IC50,,0.011,142406436.0,O60885,1.0
Active,IC50,,0.031,142745863.0,O60885,1.0
Active,IC50,,0.029,146342048.0,O60885,1.0
Active,IC50,,0.044,146342098.0,O60885,1.0
Active,IC50,,0.049,142746124.0,O60885,1.0
Active,IC50,,0.025,146342027.0,O60885,1.0
Active,IC50,,0.172,139558353.0,O60885,1.0
Active,IC50,=,0.0379,142296592.0,O60885,1.0
Active,IC50,=,0.0223,142296552.0,O60885,1.0
Active,IC50,=,0.5032,155539526.0,O60885,1.0
Active,IC50,=,0.3913,155558707.0,O60885,1.0
Active,IC50,=,0.328,137275811.0,O60885,1.0
Active,IC50,=,0.0952,155548058.0,O60885,1.0
Active,IC50,=,0.0913,155520065.0,O60885,1.0
Active,IC50,=,0.0877,145925666.0,O60885,1.0
Active,IC50,=,0.8104,155565624.0,O60885,1.0
Active,IC50,=,0.2993,155530217.0,O60885,1.0
Active,IC50,=,0.889,155564141.0,O60885,1.0
Active,IC50,=,0.7692,2347699.0,O60885,1.0
Active,IC50,=,0.7091,155563442.0,O60885,1.0
Active,IC50,=,0.0546,142296521.0,O60885,1.0
Active,IC50,=,0.168,145976831.0,O60885,1.0
Active,IC50,=,0.1245,142296543.0,O60885,1.0
Active,IC50,=,0.0362,142296581.0,O60885,1.0
Active,IC50,=,0.32,142296549.0,O60885,1.0
Active,IC50,,0.3,118159921.0,O60885,1.0
Active,IC50,=,0.0817,142296557.0,O60885,1.0
Active,IC50,=,0.0464,142296567.0,O60885,1.0
Active,IC50,=,0.389,142296538.0,O60885,1.0
Active,IC50,=,0.168,145967434.0,O60885,1.0
Active,IC50,=,0.0274,142296570.0,O60885,1.0
Active,IC50,=,0.1255,142296524.0,O60885,1.0
Active,IC50,=,0.357,142296585.0,O60885,1.0
Active,IC50,=,0.0172,142296540.0,O60885,1.0
Active,IC50,=,0.37,145967443.0,O60885,1.0
Active,IC50,=,0.0202,142296582.0,O60885,1.0
Active,IC50,<,0.1,90410010.0,O60885,1.0
Active,IC50,<,0.1,90410140.0,O60885,1.0
Active,IC50,<,0.1,90408858.0,O60885,1.0
Active,IC50,<,0.1,86299114.0,O60885,1.0
Active,IC50,<,0.1,86299182.0,O60885,1.0
Active,IC50,<,0.1,90410128.0,O60885,1.0
Active,IC50,<,0.1,90409019.0,O60885,1.0
Active,IC50,<,0.1,86299175.0,O60885,1.0
Active,IC50,,0.3,118159450.0,O60885,1.0
Active,IC50,=,0.0999,142296603.0,O60885,1.0
Active,IC50,=,0.0106,142296595.0,O60885,1.0
Active,IC50,<,0.1,86299171.0,O60885,1.0
Active,IC50,<,0.1,90409664.0,O60885,1.0
Active,IC50,<,0.1,154584692.0,O60885,1.0
Active,IC50,<,0.1,90409144.0,O60885,1.0
Active,IC50,<,0.1,86299244.0,O60885,1.0
Active,IC50,<,0.1,90409654.0,O60885,1.0
Active,IC50,<,0.1,138374606.0,O60885,1.0
Active,IC50,<,0.1,86299191.0,O60885,1.0
Active,IC50,<,0.1,90410320.0,O60885,1.0
Active,IC50,,0.18,126587543.0,O60885,1.0
Active,IC50,,0.28,126587541.0,O60885,1.0
Active,IC50,<,0.1,86299254.0,O60885,1.0
Active,IC50,<,0.1,90409678.0,O60885,1.0
Active,IC50,<,0.1,90409020.0,O60885,1.0
Active,IC50,<,0.1,90410224.0,O60885,1.0
Active,IC50,<,0.1,86299192.0,O60885,1.0
Active,IC50,<,0.1,90409959.0,O60885,1.0
Active,IC50,,0.55,90408986.0,O60885,1.0
Active,IC50,<,0.1,86299170.0,O60885,1.0
Active,IC50,,0.7,126572450.0,O60885,1.0
Active,IC50,,0.28,126572427.0,O60885,1.0
Active,IC50,,0.51,126572416.0,O60885,1.0
Active,IC50,,0.35,126572426.0,O60885,1.0
Active,IC50,,0.41,126572440.0,O60885,1.0
Active,IC50,=,0.01259,122512239.0,O60885,1.0
Active,IC50,=,0.1,172465390.0,O60885,1.0
Active,IC50,=,0.0631,169408421.0,O60885,1.0
Active,IC50,=,0.15849,165430661.0,O60885,1.0
Active,IC50,=,0.01995,146018690.0,O60885,1.0
Active,IC50,=,0.01995,168510216.0,O60885,1.0
Active,IC50,=,0.0005012,168679653.0,O60885,1.0
Active,IC50,=,0.001,172453592.0,O60885,1.0
Active,IC50,<,0.1,154584688.0,O60885,1.0
Active,IC50,=,0.72,135126189.0,O60885,1.0
Active,IC50,=,0.98,155352474.0,O60885,1.0
Active,IC50,,0.003,139570844.0,O60885,1.0
Active,IC50,,0.049,139570833.0,O60885,1.0
Active,IC50,,0.219,139558330.0,O60885,1.0
Active,IC50,,0.424,139558393.0,O60885,1.0
Active,IC50,,0.006,139558238.0,O60885,1.0
Active,IC50,,0.003,139558232.0,O60885,1.0
Active,IC50,,0.004,139571104.0,O60885,1.0
Active,IC50,,0.453,139558442.0,O60885,1.0
Active,IC50,,0.029,166596381.0,O60885,1.0
Active,IC50,,0.002,139570819.0,O60885,1.0
Active,IC50,,0.002,139558235.0,O60885,1.0
Active,IC50,,0.008,139571039.0,O60885,1.0
Active,IC50,,0.029,139558229.0,O60885,1.0
Active,IC50,,0.002,166595931.0,O60885,1.0
Active,IC50,,0.002,139570985.0,O60885,1.0
Active,IC50,,0.003,139558224.0,O60885,1.0
Active,IC50,,0.3,118159553.0,O60885,1.0
Active,Kd,=,0.012,156022514.0,O60885,1.0
Active,IC50,=,0.856,156022513.0,O60885,1.0
Active,Kd,=,0.0003,91668531.0,O60885,1.0
Active,IC50,=,0.79,155352472.0,O60885,1.0
Active,Ki,=,0.0747,155549061.0,O60885,1.0
Active,Ki,=,0.0174,155543134.0,O60885,1.0
Active,Ki,=,0.0123,155553610.0,O60885,1.0
Active,Ki,=,0.0247,155568932.0,O60885,1.0
Active,Ki,=,0.102,149201098.0,O60885,1.0
Active,Ki,=,0.174,155547993.0,O60885,1.0
Active,IC50,,0.3,118159551.0,O60885,1.0
Active,Ki,=,0.249,155534563.0,O60885,1.0
Active,Ki,=,0.0148,155535292.0,O60885,1.0
Active,IC50,,0.114,139558432.0,O60885,1.0
Active,IC50,,0.077,139558308.0,O60885,1.0
Active,IC50,,0.227,153438012.0,O60885,1.0
Active,IC50,,0.647,139571046.0,O60885,1.0
Active,IC50,,0.003,139558264.0,O60885,1.0
Active,IC50,,0.009,139558243.0,O60885,1.0
Active,IC50,,0.001,166595965.0,O60885,1.0
Active,IC50,,0.004,139571118.0,O60885,1.0
Active,IC50,,0.001,139558288.0,O60885,1.0
Active,IC50,,0.002,139558360.0,O60885,1.0
Active,IC50,,0.51,139558302.0,O60885,1.0
Active,IC50,,0.043,139558303.0,O60885,1.0
Active,IC50,,0.185,139558342.0,O60885,1.0
Active,IC50,,0.001,139558435.0,O60885,1.0
Active,IC50,=,0.79433,145971844.0,O60885,1.0
Active,IC50,=,0.50119,145978560.0,O60885,1.0
Active,IC50,=,0.79433,145978686.0,O60885,1.0
Active,Ki,=,0.08,139035062.0,O60885,1.0
Active,Ki,=,0.0148,155513141.0,O60885,1.0
Active,Ki,=,0.0415,155559875.0,O60885,1.0
Active,Ki,=,0.0503,148648403.0,O60885,1.0
Active,Ki,=,0.0544,147133615.0,O60885,1.0
Active,Ki,=,0.0688,155557702.0,O60885,1.0
Active,Ki,=,0.271,155515650.0,O60885,1.0
Active,Ki,=,0.232,155534145.0,O60885,1.0
Active,IC50,=,0.39811,145976814.0,O60885,1.0
Active,IC50,=,0.63096,145971629.0,O60885,1.0
Active,IC50,=,0.63096,145975795.0,O60885,1.0
Active,IC50,=,0.15849,145976398.0,O60885,1.0
Active,IC50,=,0.0631,145978854.0,O60885,1.0
Active,IC50,=,0.79433,145973981.0,O60885,1.0
Active,IC50,=,0.05012,145978782.0,O60885,1.0
Active,IC50,=,0.15849,145970508.0,O60885,1.0
Active,IC50,=,0.05012,145967422.0,O60885,1.0
Active,IC50,=,0.50119,145977320.0,O60885,1.0
Active,IC50,=,0.31623,145964553.0,O60885,1.0
Active,IC50,=,0.31623,145967006.0,O60885,1.0
Active,IC50,=,0.50119,145966560.0,O60885,1.0
Active,Kd,=,0.006607,137321204.0,O60885,1.0
Active,IC50,,0.155,139558380.0,O60885,1.0
Active,IC50,,0.042,139558321.0,O60885,1.0
Active,IC50,,0.001,139558426.0,O60885,1.0
Active,IC50,,0.068,166595658.0,O60885,1.0
Active,IC50,,0.004,139558230.0,O60885,1.0
Active,IC50,,0.482,139558396.0,O60885,1.0
Active,IC50,,0.004,139570900.0,O60885,1.0
Active,IC50,,0.002,139571042.0,O60885,1.0
Active,IC50,,0.373,139570820.0,O60885,1.0
Active,IC50,,0.002,139570987.0,O60885,1.0
Active,IC50,,0.006,139571078.0,O60885,1.0
Active,IC50,,0.357,139570784.0,O60885,1.0
Active,IC50,,0.045,139558334.0,O60885,1.0
Active,IC50,,0.041,139558458.0,O60885,1.0
Active,IC50,,0.041,139558328.0,O60885,1.0
Active,IC50,<,0.1,90408868.0,O60885,1.0
Active,IC50,<,0.1,90409388.0,O60885,1.0
Active,IC50,<,0.1,90409043.0,O60885,1.0
Active,IC50,<,0.1,86299174.0,O60885,1.0
Active,IC50,<,0.1,90410406.0,O60885,1.0
Active,IC50,<,0.1,90438020.0,O60885,1.0
Active,IC50,<,0.1,86299189.0,O60885,1.0
Active,IC50,<,0.1,138374600.0,O60885,1.0
Active,IC50,,0.55,154584703.0,O60885,1.0
Active,IC50,,0.3,118159691.0,O60885,1.0
Active,IC50,=,0.63096,145977365.0,O60885,1.0
Active,IC50,,0.55,90409327.0,O60885,1.0
Active,IC50,,0.55,86299251.0,O60885,1.0
Active,IC50,<,0.1,86299248.0,O60885,1.0
Active,IC50,,0.55,90409441.0,O60885,1.0
Active,IC50,<,0.1,90411048.0,O60885,1.0
Active,IC50,<,0.1,86299240.0,O60885,1.0
Active,IC50,<,0.1,90409755.0,O60885,1.0
Active,IC50,<,0.1,90408934.0,O60885,1.0
Active,IC50,<,0.1,90409825.0,O60885,1.0
Active,IC50,<,0.1,90409181.0,O60885,1.0
Active,IC50,<,0.1,86299183.0,O60885,1.0
Active,IC50,,0.55,90410413.0,O60885,1.0
Active,IC50,<,0.1,90410814.0,O60885,1.0
Active,IC50,,0.55,90409931.0,O60885,1.0
Active,IC50,,0.55,90409992.0,O60885,1.0
Active,IC50,<,0.1,90409827.0,O60885,1.0
Active,IC50,<,0.1,90409731.0,O60885,1.0
Active,IC50,<,0.1,90409819.0,O60885,1.0
Active,IC50,<,0.1,154584702.0,O60885,1.0
Active,IC50,<,0.1,154584701.0,O60885,1.0
Active,IC50,<,0.1,90409155.0,O60885,1.0
Active,IC50,<,0.1,86299243.0,O60885,1.0
Active,IC50,<,0.1,90409921.0,O60885,1.0
Active,IC50,<,0.1,90409294.0,O60885,1.0
Active,IC50,<,0.1,86299226.0,O60885,1.0
Active,IC50,<,0.1,90409156.0,O60885,1.0
Active,IC50,<,0.1,90409169.0,O60885,1.0
Active,IC50,<,0.1,90409544.0,O60885,1.0
Active,IC50,<,0.1,90409498.0,O60885,1.0
Active,IC50,<,0.1,90410046.0,O60885,1.0
Active,IC50,<,0.1,172636601.0,O60885,1.0
Active,IC50,,0.55,154584684.0,O60885,1.0
Active,IC50,=,0.0275,155538190.0,O60885,1.0
Active,IC50,=,0.15849,76310219.0,O60885,1.0
Active,IC50,<,0.1,86299255.0,O60885,1.0
Active,IC50,<,0.1,90409339.0,O60885,1.0
Active,IC50,<,0.1,86299241.0,O60885,1.0
Active,IC50,<,0.1,86299233.0,O60885,1.0
Active,IC50,<,0.1,138374607.0,O60885,1.0
Active,IC50,<,0.1,90409740.0,O60885,1.0
Active,IC50,<,0.1,90409666.0,O60885,1.0
Active,IC50,<,0.1,86299228.0,O60885,1.0
Active,IC50,<,0.1,86299223.0,O60885,1.0
Active,IC50,<,0.1,90408641.0,O60885,1.0
Active,IC50,<,0.1,86299186.0,O60885,1.0
Active,IC50,<,0.1,86299173.0,O60885,1.0
Active,IC50,=,0.028,145975703.0,O60885,1.0
Active,IC50,=,0.489,86295201.0,O60885,1.0
Active,IC50,=,0.596,145966579.0,O60885,1.0
Active,IC50,=,0.109,11283298.0,O60885,1.0
Active,IC50,=,0.253,145964393.0,O60885,1.0
Active,IC50,=,0.094,145977980.0,O60885,1.0
Active,IC50,=,0.69,145977109.0,O60885,1.0
Active,IC50,=,0.31,145976012.0,O60885,1.0
Active,IC50,=,0.186,145975937.0,O60885,1.0
Active,IC50,=,0.0097,152625752.0,O60885,1.0
Unspecified,IC50,>,0.1,141531706.0,O60885,1.0
Active,IC50,=,0.0538,155528992.0,O60885,1.0
Active,IC50,=,0.4,145957509.0,O60885,1.0
Active,IC50,<,0.001,145963957.0,O60885,1.0
Active,IC50,,0.711,75201813.0,O60885,1.0
Active,IC50,,0.064,75201753.0,O60885,1.0
Active,IC50,,0.117,75201635.0,O60885,1.0
Active,IC50,,0.003,75201879.0,O60885,1.0
Active,IC50,,0.051,75201754.0,O60885,1.0
Active,IC50,,0.031,75201815.0,O60885,1.0
Active,IC50,,0.067,75201630.0,O60885,1.0
Active,IC50,,0.003,73890918.0,O60885,1.0
Active,IC50,,0.003,136268838.0,O60885,1.0
Active,IC50,,0.105,75201686.0,O60885,1.0
Active,IC50,,0.025,75201631.0,O60885,1.0
Active,IC50,=,0.12,145954766.0,O60885,1.0
Active,IC50,=,0.53,145949560.0,O60885,1.0
Active,IC50,,0.17,139570843.0,O60885,1.0
Active,IC50,,0.001,166596094.0,O60885,1.0
Active,IC50,,0.005,139558412.0,O60885,1.0
Active,IC50,,0.094,139558195.0,O60885,1.0
Active,IC50,,0.026,139558245.0,O60885,1.0
Active,IC50,,0.039,139558291.0,O60885,1.0
Active,IC50,,0.094,139558466.0,O60885,1.0
Active,IC50,,0.002,139558429.0,O60885,1.0
Active,IC50,,0.513,139570979.0,O60885,1.0
Active,IC50,,0.05,139558301.0,O60885,1.0
Active,IC50,,0.181,139558410.0,O60885,1.0
Active,IC50,,0.002,139558376.0,O60885,1.0
Active,IC50,,0.018,139558246.0,O60885,1.0
Active,IC50,,0.001,139558324.0,O60885,1.0
Active,IC50,,0.055,142745894.0,O60885,1.0
Active,IC50,=,0.07943,164609399.0,O60885,1.0
Active,IC50,=,0.01995,164621457.0,O60885,1.0
Active,IC50,=,0.005012,164609644.0,O60885,1.0
Active,Ki,=,0.0014,155561457.0,O60885,1.0
Active,IC50,<,0.05,155512300.0,O60885,1.0
Active,IC50,<,0.05,155550451.0,O60885,1.0
Active,IC50,<,0.05,155553336.0,O60885,1.0
Active,IC50,=,0.03981,164609333.0,O60885,1.0
Active,IC50,=,0.007943,156009105.0,O60885,1.0
Active,IC50,=,0.03162,164626832.0,O60885,1.0
Active,IC50,=,0.02512,164612034.0,O60885,1.0
Active,IC50,=,0.03162,164608892.0,O60885,1.0
Active,IC50,=,0.01995,164622651.0,O60885,1.0
Active,IC50,,0.057,75201881.0,O60885,1.0
Active,IC50,,0.04,75201880.0,O60885,1.0
Active,Kd,=,0.0061,90448953.0,O60885,1.0
Active,IC50,=,0.63096,164623562.0,O60885,1.0
Active,IC50,=,0.007943,164622644.0,O60885,1.0
Active,IC50,=,0.05012,164627040.0,O60885,1.0
Active,IC50,=,0.07943,164623030.0,O60885,1.0
Active,IC50,=,0.03981,164618121.0,O60885,1.0
Active,IC50,=,0.0631,164621498.0,O60885,1.0
Active,IC50,=,0.50119,164609437.0,O60885,1.0
Active,IC50,=,0.79433,164609717.0,O60885,1.0
Active,IC50,=,0.005012,164613416.0,O60885,1.0
Active,IC50,,0.018,118067804.0,O60885,1.0
Active,IC50,,0.063,118067816.0,O60885,1.0
Active,IC50,,0.055,118067800.0,O60885,1.0
Active,IC50,,0.026,118067819.0,O60885,1.0
Active,IC50,,0.055,118067799.0,O60885,1.0
Active,IC50,,0.022,118067803.0,O60885,1.0
Active,IC50,,0.049,118067808.0,O60885,1.0
Active,Ki,,0.275,118116249.0,O60885,1.0
Active,IC50,,0.004,75201750.0,O60885,1.0
Active,IC50,,0.039,75201940.0,O60885,1.0
Active,IC50,,0.083,75201629.0,O60885,1.0
Active,IC50,,0.072,75201818.0,O60885,1.0
Active,IC50,,0.038,75201752.0,O60885,1.0
Active,IC50,,0.032,75201937.0,O60885,1.0
Active,Ki,,0.115,118116436.0,O60885,1.0
Active,Ki,,0.0632,118116605.0,O60885,1.0
Active,Ki,,0.0444,118116726.0,O60885,1.0
Active,Ki,,0.0219,118116422.0,O60885,1.0
Active,Ki,,0.171,118116380.0,O60885,1.0
Active,Ki,,0.0813,118116409.0,O60885,1.0
Active,Ki,,0.0864,118116626.0,O60885,1.0
Active,Ki,,0.0655,118116315.0,O60885,1.0
Active,IC50,,0.009,91758311.0,O60885,1.0
Active,IC50,,0.035,118067815.0,O60885,1.0
Active,IC50,,0.043,118067795.0,O60885,1.0
Active,IC50,,0.069,118067814.0,O60885,1.0
Active,IC50,,0.333,118067794.0,O60885,1.0
Active,IC50,,0.058,118067809.0,O60885,1.0
Active,IC50,,0.157,118067812.0,O60885,1.0
Active,Ki,,0.085,118116400.0,O60885,1.0
Active,Ki,,0.116,118116562.0,O60885,1.0
Active,Ki,,0.255,118116604.0,O60885,1.0
Active,Ki,,0.28,118116926.0,O60885,1.0
Unspecified,Ki,>,0.238,118116301.0,O60885,1.0
Unspecified,Ki,>,0.238,118116872.0,O60885,1.0
Active,Ki,,0.171,118116729.0,O60885,1.0
Unspecified,Ki,>,0.238,118116642.0,O60885,1.0
Unspecified,Ki,>,0.238,118116908.0,O60885,1.0
Active,Ki,,0.11,118117000.0,O60885,1.0
Active,Ki,,0.111,118116414.0,O60885,1.0
Active,Ki,,0.0685,118117152.0,O60885,1.0
Active,Ki,,0.156,118116260.0,O60885,1.0
Active,Ki,,0.248,118116417.0,O60885,1.0
Active,Ki,,0.0895,118116649.0,O60885,1.0
Active,Ki,,0.0748,118116968.0,O60885,1.0
Active,Ki,,0.247,118116399.0,O60885,1.0
Active,Ki,,0.0718,118116811.0,O60885,1.0
Active,Ki,,0.15,118117149.0,O60885,1.0
Active,Ki,,0.193,118116923.0,O60885,1.0
Active,Ki,,0.24,118116580.0,O60885,1.0
Active,Ki,,0.0507,118116344.0,O60885,1.0
Active,Ki,,0.185,118116581.0,O60885,1.0
Active,Ki,,0.233,118116606.0,O60885,1.0
Unspecified,Ki,>,0.238,118116874.0,O60885,1.0
Unspecified,Ki,>,0.238,118116916.0,O60885,1.0
Active,Ki,,0.139,118116875.0,O60885,1.0
Active,Ki,,0.0794,118116395.0,O60885,1.0
Active,Ki,,0.0176,118116641.0,O60885,1.0
Active,Ki,,0.202,118116801.0,O60885,1.0
Active,Ki,,0.242,118116592.0,O60885,1.0
Active,Ki,,0.0389,118116615.0,O60885,1.0
Active,Ki,,0.0662,118116468.0,O60885,1.0
Active,Ki,,0.00936,118116636.0,O60885,1.0
Active,Ki,,0.0913,118116640.0,O60885,1.0
Active,Ki,,0.0777,118116771.0,O60885,1.0
Active,Ki,,0.0567,118116965.0,O60885,1.0
Active,Ki,,0.0756,118116257.0,O60885,1.0
Active,Ki,,0.194,118116248.0,O60885,1.0
Unspecified,Ki,>,0.238,118116412.0,O60885,1.0
Unspecified,Ki,>,0.238,118116608.0,O60885,1.0
Active,Ki,,0.122,118116633.0,O60885,1.0
Active,Ki,,0.139,118116973.0,O60885,1.0
Active,Ki,,0.193,118117151.0,O60885,1.0
Active,Ki,,0.0346,118116919.0,O60885,1.0
Active,Ki,,0.0384,118116972.0,O60885,1.0
Active,Ki,,0.0675,118117060.0,O60885,1.0
Active,Ki,,0.063,118116438.0,O60885,1.0
