Activity,Activity_Type,Activity_Qualifier,Activity_Value,Compound_CID,Protein_Accession,Label
Inactive,IC50,,16.299999,5087077.0,O60885,0.0
Unspecified,IC50,>,50.118698,162665815.0,O60885,0.0
Unspecified,IC50,>,50.118698,162666777.0,O60885,0.0
Unspecified,IC50,>,50.118698,162675849.0,O60885,0.0
Unspecified,IC50,>,50.118698,162665171.0,O60885,0.0
Unspecified,IC50,=,31.622801,162665945.0,O60885,0.0
Unspecified,IC50,>,50.118698,162648637.0,O60885,0.0
Unspecified,IC50,=,39.810699,162653620.0,O60885,0.0
Inactive,IC50,,50.5,148089417.0,O60885,0.0
Inactive,IC50,,50.5,138479410.0,O60885,0.0
Inactive,IC50,,50.5,146971125.0,O60885,0.0
Inactive,IC50,,50.5,164514094.0,O60885,0.0
Inactive,IC50,,50.5,164514084.0,O60885,0.0
Inactive,IC50,,50.5,164514072.0,O60885,0.0
Inactive,IC50,,50.5,164514070.0,O60885,0.0
Inactive,IC50,,50.5,138479159.0,O60885,0.0
Inactive,IC50,,50.5,138479534.0,O60885,0.0
Inactive,IC50,,50.5,146697749.0,O60885,0.0
Inactive,IC50,,50.5,138479404.0,O60885,0.0
Inactive,IC50,,50.5,138479657.0,O60885,0.0
Inactive,IC50,,50.5,150919219.0,O60885,0.0
Inactive,IC50,,50.5,154593750.0,O60885,0.0
Inactive,IC50,,50.5,138479441.0,O60885,0.0
Unspecified,IC50,>,50.118698,162661263.0,O60885,0.0
Inactive,IC50,,50.5,138479164.0,O60885,0.0
Inactive,IC50,,50.5,138479181.0,O60885,0.0
Inactive,IC50,,50.5,138479291.0,O60885,0.0
Inactive,IC50,,50.5,138479190.0,O60885,0.0
Inactive,IC50,,50.5,154593767.0,O60885,0.0
Inactive,IC50,,50.5,154593640.0,O60885,0.0
Inactive,IC50,,50.5,138479536.0,O60885,0.0
Inactive,IC50,,50.5,154593660.0,O60885,0.0
Inactive,IC50,,50.5,154593608.0,O60885,0.0
Inactive,IC50,,50.5,152991200.0,O60885,0.0
Inactive,IC50,,50.5,164514150.0,O60885,0.0
Inactive,IC50,,50.5,154593748.0,O60885,0.0
Inactive,IC50,,50.5,150191162.0,O60885,0.0
Inactive,IC50,,50.5,164514066.0,O60885,0.0
Inactive,IC50,,50.5,154593724.0,O60885,0.0
Inactive,IC50,,50.5,149587311.0,O60885,0.0
Inactive,IC50,,50.5,142546106.0,O60885,0.0
Inactive,IC50,,50.5,164514139.0,O60885,0.0
Inactive,IC50,,50.5,164514100.0,O60885,0.0
Inactive,IC50,,50.5,138479433.0,O60885,0.0
Inactive,IC50,,50.5,138479676.0,O60885,0.0
Inactive,IC50,,50.5,138479450.0,O60885,0.0
Inactive,IC50,,50.5,138479452.0,O60885,0.0
Inactive,IC50,,50.5,154593711.0,O60885,0.0
Inactive,IC50,,50.5,148545234.0,O60885,0.0
Inactive,IC50,,50.5,138479332.0,O60885,0.0
Inactive,IC50,,10.74,44180159.0,O60885,0.0
Inactive,IC50,,50.5,150036630.0,O60885,0.0
Inactive,IC50,,50.5,164514120.0,O60885,0.0
Inactive,IC50,,50.5,138479232.0,O60885,0.0
Inactive,IC50,,50.5,149235900.0,O60885,0.0
Inactive,IC50,,50.5,138478849.0,O60885,0.0
Inactive,IC50,,50.5,154593686.0,O60885,0.0
Inactive,IC50,,50.5,138479425.0,O60885,0.0
Inactive,IC50,,50.5,154593726.0,O60885,0.0
Inactive,IC50,,50.5,142545807.0,O60885,0.0
Inactive,IC50,,50.5,164514089.0,O60885,0.0
Inactive,IC50,,50.5,164514079.0,O60885,0.0
Inactive,IC50,,50.5,138472618.0,O60885,0.0
Inactive,IC50,,50.5,138472668.0,O60885,0.0
Inactive,IC50,,50.5,138479566.0,O60885,0.0
Inactive,IC50,,50.5,154593752.0,O60885,0.0
Inactive,IC50,,50.5,138479165.0,O60885,0.0
Inactive,IC50,,50.5,138479182.0,O60885,0.0
Inactive,IC50,,50.5,138479429.0,O60885,0.0
Inactive,IC50,,50.5,164514080.0,O60885,0.0
Inactive,IC50,,50.5,164514078.0,O60885,0.0
Inactive,IC50,,50.5,154593787.0,O60885,0.0
Inactive,IC50,,50.5,138479169.0,O60885,0.0
Inactive,IC50,,50.5,138479382.0,O60885,0.0
Inactive,IC50,,50.5,154593606.0,O60885,0.0
Inactive,IC50,,50.5,164514151.0,O60885,0.0
Unspecified,IC50,>,30.0,747882.0,O60885,0.0
Inactive,IC50,,50.5,153264020.0,O60885,0.0
Inactive,IC50,,50.5,138479377.0,O60885,0.0
Inactive,IC50,,50.5,149242373.0,O60885,0.0
Inactive,IC50,,50.5,152034862.0,O60885,0.0
Inactive,IC50,,50.5,138479724.0,O60885,0.0
Inactive,IC50,,50.5,138479277.0,O60885,0.0
Inactive,IC50,,50.5,138479685.0,O60885,0.0
Inactive,IC50,,50.5,138479537.0,O60885,0.0
Inactive,IC50,,50.5,138479121.0,O60885,0.0
Inactive,IC50,,50.5,164514162.0,O60885,0.0
Inactive,IC50,,50.5,164514118.0,O60885,0.0
Inactive,IC50,,50.5,164514105.0,O60885,0.0
Unspecified,IC50,>,30.0,15944465.0,O60885,0.0
Unspecified,IC50,>,30.0,122467483.0,O60885,0.0
Unspecified,IC50,>,30.0,122467467.0,O60885,0.0
Unspecified,IC50,>,30.0,122467464.0,O60885,0.0
Inactive,IC50,,50.5,164514146.0,O60885,0.0
Inactive,IC50,,50.5,164514093.0,O60885,0.0
Inactive,IC50,,50.5,138479690.0,O60885,0.0
Inactive,IC50,,50.5,138479570.0,O60885,0.0
Inactive,IC50,,50.5,138479427.0,O60885,0.0
Inactive,IC50,,50.5,138479192.0,O60885,0.0
Inactive,IC50,,50.5,138479189.0,O60885,0.0
Inactive,IC50,,50.5,138479156.0,O60885,0.0
Inactive,IC50,,50.5,154593650.0,O60885,0.0
Inactive,IC50,,50.5,149036475.0,O60885,0.0
Unspecified,IC50,>,30.0,127030450.0,O60885,0.0
Unspecified,IC50,>,30.0,122467494.0,O60885,0.0
Inactive,IC50,,50.5,164514091.0,O60885,0.0
Inactive,IC50,,50.5,164514077.0,O60885,0.0
Inactive,IC50,,50.5,164514075.0,O60885,0.0
Inactive,IC50,,50.5,138479311.0,O60885,0.0
Inactive,IC50,,50.5,148710447.0,O60885,0.0
Inactive,IC50,,50.5,154593637.0,O60885,0.0
Inactive,IC50,,50.5,154593610.0,O60885,0.0
Unspecified,IC50,=,10.68,141414542.0,O60885,0.0
Inactive,IC50,,50.5,164514076.0,O60885,0.0
Inactive,IC50,,50.5,154593778.0,O60885,0.0
Unspecified,IC50,=,21.129999,52106229.0,O60885,0.0
Unspecified,IC50,>,30.0,7731152.0,O60885,0.0
Inactive,IC50,,50.5,150047918.0,O60885,0.0
Inactive,IC50,,50.5,151252580.0,O60885,0.0
Inactive,IC50,,50.5,148574435.0,O60885,0.0
Inactive,IC50,,50.5,147412431.0,O60885,0.0
Inactive,IC50,,50.5,138479015.0,O60885,0.0
Inactive,IC50,,50.5,146704147.0,O60885,0.0
Inactive,IC50,,50.5,138479411.0,O60885,0.0
Inactive,IC50,,50.5,164514145.0,O60885,0.0
Inactive,IC50,,50.5,164514129.0,O60885,0.0
Inactive,IC50,,50.5,164514128.0,O60885,0.0
Inactive,IC50,,50.5,164514096.0,O60885,0.0
Inactive,IC50,,50.5,154593794.0,O60885,0.0
Inactive,IC50,,50.5,147519104.0,O60885,0.0
Inactive,IC50,,50.5,142545997.0,O60885,0.0
Unspecified,IC50,=,16.299999,118721302.0,O60885,0.0
Unspecified,IC50,=,31.5,117834638.0,O60885,0.0
Unspecified,IC50,=,20.700001,117841268.0,O60885,0.0
Unspecified,IC50,=,18.799999,117834641.0,O60885,0.0
Unspecified,IC50,=,13.0,117841251.0,O60885,0.0
Unspecified,IC50,>,100.0,117834599.0,O60885,0.0
Unspecified,IC50,>,100.0,117833983.0,O60885,0.0
Unspecified,IC50,=,13.0,117841254.0,O60885,0.0
Unspecified,IC50,=,25.1189,67195867.0,O60885,0.0
Inactive,IC50,,50.5,148802620.0,O60885,0.0
Inactive,IC50,,50.5,138479282.0,O60885,0.0
Inactive,IC50,,50.5,142546268.0,O60885,0.0
Inactive,IC50,,50.5,138479729.0,O60885,0.0
Inactive,IC50,,50.5,154593695.0,O60885,0.0
Inactive,IC50,,50.5,146913625.0,O60885,0.0
Inactive,IC50,,50.5,152871758.0,O60885,0.0
Inactive,IC50,,50.5,138479400.0,O60885,0.0
Inactive,IC50,,50.5,138479401.0,O60885,0.0
Inactive,IC50,,50.5,154593788.0,O60885,0.0
Inactive,IC50,,50.5,138479704.0,O60885,0.0
Inactive,IC50,,50.5,154593694.0,O60885,0.0
Unspecified,IC50,>,50.118698,15990224.0,O60885,0.0
Unspecified,IC50,>,50.118698,24789844.0,O60885,0.0
Unspecified,IC50,>,50.118698,20946734.0,O60885,0.0
Unspecified,IC50,=,11.0,117834616.0,O60885,0.0
Unspecified,IC50,>,50.118698,155523694.0,O60885,0.0
Unspecified,IC50,>,501.187012,155567275.0,O60885,0.0
Unspecified,IC50,>,50.118698,155538742.0,O60885,0.0
Unspecified,IC50,=,19.9526,155530332.0,O60885,0.0
Unspecified,IC50,>,50.118698,155560567.0,O60885,0.0
Unspecified,IC50,=,39.810699,155553650.0,O60885,0.0
Unspecified,IC50,>,50.118698,155521254.0,O60885,0.0
Unspecified,IC50,>,50.118698,155515130.0,O60885,0.0
Unspecified,IC50,>,50.118698,155529991.0,O60885,0.0
Unspecified,IC50,=,39.810699,155546746.0,O60885,0.0
Unspecified,IC50,>,50.118698,155530154.0,O60885,0.0
Unspecified,IC50,=,31.622801,155548910.0,O60885,0.0
Unspecified,IC50,>,50.118698,155525483.0,O60885,0.0
Unspecified,IC50,>,50.118698,6458480.0,O60885,0.0
Unspecified,IC50,>=,12.5892,46249215.0,O60885,0.0
Unspecified,IC50,>,50.118698,22432992.0,O60885,0.0
Inactive,IC50,,50.5,164514097.0,O60885,0.0
Inactive,IC50,,50.5,138479269.0,O60885,0.0
Inactive,IC50,,50.5,154593675.0,O60885,0.0
Inactive,IC50,,50.5,138472460.0,O60885,0.0
Unspecified,IC50,>,50.118698,155512613.0,O60885,0.0
Unspecified,IC50,=,199.526001,17405877.0,O60885,0.0
Unspecified,IC50,>,50.118698,155559412.0,O60885,0.0
Unspecified,IC50,>,50.118698,155567534.0,O60885,0.0
Unspecified,IC50,>,50.118698,155551851.0,O60885,0.0
Unspecified,IC50,>,50.118698,155523577.0,O60885,0.0
Unspecified,IC50,=,50.118698,155539283.0,O60885,0.0
Unspecified,IC50,>,50.118698,155523850.0,O60885,0.0
Unspecified,IC50,=,25.1189,155554629.0,O60885,0.0
Unspecified,IC50,>,50.118698,146035912.0,O60885,0.0
Unspecified,IC50,>,50.118698,155516232.0,O60885,0.0
Unspecified,IC50,=,19.9526,122180538.0,O60885,0.0
Unspecified,IC50,>,50.118698,122180534.0,O60885,0.0
Unspecified,IC50,=,15.8489,122179618.0,O60885,0.0
Unspecified,IC50,=,15.8489,91827383.0,O60885,0.0
Unspecified,IC50,=,62.0,12099554.0,O60885,0.0
Inactive,IC50,,50.5,138472565.0,O60885,0.0
Inactive,IC50,,50.5,138479369.0,O60885,0.0
Inactive,IC50,,50.5,138479443.0,O60885,0.0
Inactive,IC50,,50.5,149168897.0,O60885,0.0
Inactive,IC50,,50.5,138479191.0,O60885,0.0
Inactive,IC50,,50.5,138479196.0,O60885,0.0
Inactive,IC50,,50.5,138479498.0,O60885,0.0
Inactive,IC50,,50.5,164514133.0,O60885,0.0
Unspecified,IC50,=,13.0,122180893.0,O60885,0.0
Unspecified,IC50,=,26.0,105539824.0,O60885,0.0
Unspecified,IC50,=,44.0,122180909.0,O60885,0.0
Unspecified,IC50,=,16.0,122180896.0,O60885,0.0
Unspecified,IC50,=,34.0,122180900.0,O60885,0.0
Unspecified,IC50,=,18.0,122180897.0,O60885,0.0
Unspecified,IC50,=,12.5892,122180549.0,O60885,0.0
Unspecified,IC50,=,25.1189,122180545.0,O60885,0.0
Unspecified,IC50,=,158.488998,122180547.0,O60885,0.0
Unspecified,IC50,=,12.5892,122180550.0,O60885,0.0
Unspecified,IC50,=,12.5892,122180544.0,O60885,0.0
Unspecified,IC50,>,501.187012,122180536.0,O60885,0.0
Unspecified,IC50,=,15.8489,122180541.0,O60885,0.0
Unspecified,IC50,=,25.1189,122180546.0,O60885,0.0
Unspecified,IC50,=,39.810699,440987.0,O60885,0.0
Inactive,IC50,,50.5,153050365.0,O60885,0.0
Inactive,IC50,,50.5,138479556.0,O60885,0.0
Inactive,IC50,,50.5,164514130.0,O60885,0.0
Unspecified,IC50,=,13.675,155564647.0,O60885,0.0
Unspecified,IC50,=,20.540001,155517720.0,O60885,0.0
Inactive,IC50,,50.5,164514104.0,O60885,0.0
Inactive,IC50,,50.5,142546276.0,O60885,0.0
Inactive,IC50,,50.5,138472493.0,O60885,0.0
Inactive,IC50,,50.5,154593773.0,O60885,0.0
Inactive,IC50,,50.5,138479272.0,O60885,0.0
Inactive,IC50,,50.5,148370276.0,O60885,0.0
Inactive,IC50,,50.5,148948202.0,O60885,0.0
Unspecified,IC50,>,50.0,122180912.0,O60885,0.0
Unspecified,IC50,=,80.900002,2782959.0,O60885,0.0
Unspecified,IC50,=,42.0,72713637.0,O60885,0.0
Unspecified,IC50,=,66.0,72713634.0,O60885,0.0
Unspecified,IC50,=,50.118698,122181553.0,O60885,0.0
Unspecified,IC50,=,15.8489,122181560.0,O60885,0.0
Unspecified,IC50,=,12.5892,122181559.0,O60885,0.0
Unspecified,IC50,=,29.0,122180908.0,O60885,0.0
Unspecified,IC50,=,13.0,122180892.0,O60885,0.0
Unspecified,IC50,=,13.0,122180894.0,O60885,0.0
Unspecified,IC50,=,47.0,122180910.0,O60885,0.0
Unspecified,IC50,=,46.0,122180903.0,O60885,0.0
Unspecified,IC50,=,13.12,155523967.0,O60885,0.0
Unspecified,IC50,=,26.4,127033568.0,O60885,0.0
Unspecified,IC50,=,13.0,127032939.0,O60885,0.0
Unspecified,IC50,=,29.700001,118727400.0,O60885,0.0
Unspecified,IC50,=,16.0,91215896.0,O60885,0.0
Unspecified,IC50,>,100.0,155352430.0,O60885,0.0
Unspecified,IC50,>,100.0,155352290.0,O60885,0.0
Unspecified,IC50,>,100.0,155352369.0,O60885,0.0
Unspecified,IC50,=,12.0,155352412.0,O60885,0.0
Unspecified,IC50,>,100.0,155352277.0,O60885,0.0
Unspecified,IC50,=,25.1189,122181565.0,O60885,0.0
Unspecified,IC50,=,25.1189,122181570.0,O60885,0.0
Unspecified,IC50,>,100.0,155352296.0,O60885,0.0
Unspecified,IC50,=,24.0,17481591.0,O60885,0.0
Inactive,IC50,>,20.0,121373382.0,O60885,0.0
Inactive,IC50,>,19.74,121372886.0,O60885,0.0
Inactive,IC50,,12.33,121373212.0,O60885,0.0
Inactive,IC50,,50.5,152656027.0,O60885,0.0
Inactive,IC50,,50.5,154593668.0,O60885,0.0
Inactive,IC50,,50.5,138479728.0,O60885,0.0
Inactive,IC50,,50.5,138479229.0,O60885,0.0
Unspecified,Ki,=,38.0,170556524.0,O60885,0.0
Unspecified,Ki,=,11.0,157013232.0,O60885,0.0
Unspecified,Kd,=,35.0,40234005.0,O60885,0.0
Unspecified,IC50,=,34.5,9404764.0,O60885,0.0
Inactive,IC50,,13.97,121373000.0,O60885,0.0
Inactive,IC50,,10.24,138805943.0,O60885,0.0
Inactive,IC50,>,20.0,121373431.0,O60885,0.0
Inactive,IC50,,15.94,121373030.0,O60885,0.0
Inactive,IC50,,10.48,121373022.0,O60885,0.0
Unspecified,IC50,=,34.0,137029447.0,O60885,0.0
Unspecified,IC50,=,27.0,137045897.0,O60885,0.0
Inactive,IC50,,13.08,121383064.0,O60885,0.0
Inactive,IC50,,12.24,121373584.0,O60885,0.0
Inactive,IC50,,12.5,121373406.0,O60885,0.0
Inactive,IC50,>,19.74,121373036.0,O60885,0.0
Inactive,IC50,,11.69,121376963.0,O60885,0.0
Inactive,IC50,>,19.74,121372885.0,O60885,0.0
Inactive,IC50,,15.86,121372682.0,O60885,0.0
Inactive,IC50,>,19.74,121372880.0,O60885,0.0
Inactive,IC50,>,50.0,15983966.0,O60885,0.0
Inactive,IC50,,10.37,121373497.0,O60885,0.0
Inactive,IC50,,17.620001,138805944.0,O60885,0.0
Inactive,IC50,>,20.0,121373430.0,O60885,0.0
Inactive,IC50,,13.6,121373042.0,O60885,0.0
Inactive,IC50,,15.42,121376865.0,O60885,0.0
Inactive,IC50,>,19.74,121372674.0,O60885,0.0
Inactive,IC50,,15.57,121373785.0,O60885,0.0
Inactive,IC50,,28.370001,121372895.0,O60885,0.0
Inactive,IC50,>,19.74,138805946.0,O60885,0.0
Inactive,IC50,,14.66,121372625.0,O60885,0.0
Inactive,IC50,,11.02,121365561.0,O60885,0.0
Inactive,IC50,>,19.74,121373391.0,O60885,0.0
Inactive,IC50,>,20.0,121372624.0,O60885,0.0
Inactive,IC50,>,20.0,121373745.0,O60885,0.0
Inactive,IC50,,11.72,121373264.0,O60885,0.0
Inactive,IC50,,13.056,132070042.0,O60885,0.0
Inactive,IC50,,13.011,132070052.0,O60885,0.0
Inactive,IC50,,10.03,132076699.0,O60885,0.0
Inactive,IC50,,13.481,121278159.0,O60885,0.0
Inactive,IC50,,19.700001,121278275.0,O60885,0.0
Inactive,IC50,>,19.700001,735746.0,O60885,0.0
Inactive,IC50,>,19.700001,121277955.0,O60885,0.0
Inactive,IC50,>,19.700001,121278108.0,O60885,0.0
Inactive,IC50,,14.71,121278341.0,O60885,0.0
Unspecified,Kd,=,250.0,1983.0,O60885,0.0
Inactive,IC50,,13.32,121278213.0,O60885,0.0
Inactive,IC50,,20.167,121277860.0,O60885,0.0
Inactive,IC50,,11.572,121277878.0,O60885,0.0
Inactive,IC50,,10.658,121278180.0,O60885,0.0
Inactive,IC50,,10.261,121278214.0,O60885,0.0
Inactive,IC50,,18.773001,121278260.0,O60885,0.0
Inactive,IC50,,15.218,121278120.0,O60885,0.0
Inactive,IC50,,13.946,121278211.0,O60885,0.0
Inactive,IC50,>,19.700001,121278222.0,O60885,0.0
Inactive,IC50,>,19.700001,83817954.0,O60885,0.0
Inactive,IC50,,10.484,121271740.0,O60885,0.0
Inactive,IC50,>,19.700001,121278086.0,O60885,0.0
Inactive,IC50,>,19.700001,121277970.0,O60885,0.0
Inactive,IC50,,14.944,121277986.0,O60885,0.0
Inactive,IC50,>,19.700001,121271838.0,O60885,0.0
Inactive,IC50,>,19.700001,121271701.0,O60885,0.0
Inactive,IC50,,12.348,121277991.0,O60885,0.0
Inactive,IC50,>,10.5,121271809.0,O60885,0.0
Inactive,IC50,,10.615,132070081.0,O60885,0.0
Inactive,IC50,>,19.700001,121278104.0,O60885,0.0
Inactive,IC50,,22.136999,121278040.0,O60885,0.0
Unspecified,IC50,=,86.0,2649205.0,O60885,0.0
Unspecified,IC50,=,79.0,974677.0,O60885,0.0
Unspecified,IC50,=,191.0,16489632.0,O60885,0.0
Unspecified,IC50,=,491.0,39351120.0,O60885,0.0
Unspecified,IC50,=,644.0,783797.0,O60885,0.0
Inactive,IC50,>,19.700001,132070068.0,O60885,0.0
Inactive,IC50,>,19.700001,121277958.0,O60885,0.0
Inactive,IC50,>,19.700001,121277966.0,O60885,0.0
Inactive,IC50,,14.921,121278036.0,O60885,0.0
Inactive,IC50,,18.233,121278106.0,O60885,0.0
Inactive,IC50,>,19.700001,121278345.0,O60885,0.0
Inactive,IC50,>,19.700001,121277654.0,O60885,0.0
Inactive,IC50,,13.045,121278329.0,O60885,0.0
Inactive,IC50,>,10.5,121278109.0,O60885,0.0
Inactive,IC50,,10.771,121278061.0,O60885,0.0
Inactive,IC50,,11.234,121278077.0,O60885,0.0
Inactive,IC50,>,19.700001,121277954.0,O60885,0.0
Inactive,IC50,,15.207,121278114.0,O60885,0.0
Inactive,IC50,,10.819,121277666.0,O60885,0.0
Inactive,IC50,>,19.700001,121277953.0,O60885,0.0
Inactive,IC50,,14.084,121278063.0,O60885,0.0
Inactive,IC50,,15.223,121278118.0,O60885,0.0
Inactive,IC50,,13.966,132070075.0,O60885,0.0
Inactive,IC50,>,19.700001,735747.0,O60885,0.0
Inactive,IC50,>,19.700001,121277965.0,O60885,0.0
Inactive,IC50,>,19.700001,121277960.0,O60885,0.0
Inactive,IC50,>,19.700001,121278184.0,O60885,0.0
Unspecified,IC50,>,20.0,121338401.0,O60885,0.0
Unspecified,IC50,>,20.0,137655172.0,O60885,0.0
Unspecified,IC50,>,20.0,121338193.0,O60885,0.0
Unspecified,IC50,=,63.279999,71862498.0,O60885,0.0
Unspecified,IC50,=,19.530001,17443248.0,O60885,0.0
Unspecified,IC50,=,79.0,155562154.0,O60885,0.0
Unspecified,IC50,=,4810.0,155564294.0,O60885,0.0
Unspecified,IC50,=,4110.0,21914263.0,O60885,0.0
Unspecified,IC50,>,20.0,135394452.0,O60885,0.0
Inactive,IC50,,16.534,121277968.0,O60885,0.0
Inactive,IC50,>,10.5,121271804.0,O60885,0.0
Inactive,IC50,,19.700001,121278182.0,O60885,0.0
Inactive,IC50,,18.205999,121271725.0,O60885,0.0
Inactive,IC50,>,19.700001,132070062.0,O60885,0.0
Inactive,IC50,,12.464,121278187.0,O60885,0.0
Inactive,IC50,,22.497999,121278027.0,O60885,0.0
Unspecified,IC50,>,15.0,130471789.0,O60885,0.0
Unspecified,IC50,>,50.118698,155557646.0,O60885,0.0
Unspecified,IC50,=,19.4,139341517.0,O60885,0.0
Unspecified,IC50,=,24.91,126772498.0,O60885,0.0
Unspecified,Ki,=,12.27,135416151.0,O60885,0.0
Unspecified,Ki,=,16.309999,168288516.0,O60885,0.0
Unspecified,IC50,>,20.0,137651884.0,O60885,0.0
Unspecified,IC50,>,20.0,121338530.0,O60885,0.0
Unspecified,IC50,>,20.0,128963618.0,O60885,0.0
Unspecified,IC50,>,20.0,137647885.0,O60885,0.0
Unspecified,IC50,=,25.747999,20861763.0,O60885,0.0
Unspecified,IC50,=,11.0,146035918.0,O60885,0.0
Unspecified,Kd,=,610.0,45496478.0,O60885,0.0
Inactive,IC50,,15.42,124190749.0,O60885,0.0
Unspecified,IC50,=,15.8489,164620048.0,O60885,0.0
Unspecified,IC50,>,33.0,91827373.0,O60885,0.0
Unspecified,Kd,=,60.0,92130702.0,O60885,0.0
Unspecified,Kd,=,2600.0,155549741.0,O60885,0.0
Unspecified,Kd,=,610.0,90631422.0,O60885,0.0
Unspecified,Kd,=,270.0,90630162.0,O60885,0.0
Unspecified,Kd,=,960.0,76151423.0,O60885,0.0
Unspecified,Kd,=,50.0,16642539.0,O60885,0.0
Unspecified,Kd,=,230.0,76151853.0,O60885,0.0
Unspecified,Kd,=,37.0,40805043.0,O60885,0.0
Unspecified,IC50,=,16.341,155552980.0,O60885,0.0
Unspecified,Kd,=,660.0,853899.0,O60885,0.0
Unspecified,IC50,>,30.0,164609238.0,O60885,0.0
Inactive,Kd,,52.200001,127053754.0,O60885,0.0
Unspecified,IC50,=,24.5,168273778.0,O60885,0.0
Unspecified,IC50,>,40.0,168277767.0,O60885,0.0
Unspecified,IC50,=,31.622801,134306034.0,O60885,0.0
Unspecified,IC50,=,12.5892,134306291.0,O60885,0.0
Unspecified,IC50,=,12.5892,138707811.0,O60885,0.0
Unspecified,IC50,=,42.0,163249386.0,O60885,0.0
Inactive,Ki,>,22.200001,71617459.0,O60885,0.0
Unspecified,IC50,>,100.0,1002773.0,O60885,0.0
Unspecified,IC50,>,20.0,155516388.0,O60885,0.0
Unspecified,IC50,=,12.5892,164626000.0,O60885,0.0
Unspecified,IC50,=,14.22,168278663.0,O60885,0.0
Unspecified,IC50,>,50.118698,164628703.0,O60885,0.0
Unspecified,IC50,=,25.1189,164626663.0,O60885,0.0
Inactive,IC50,,15.44,139530450.0,O60885,0.0
Inactive,IC50,,15.81,139530538.0,O60885,0.0
Inactive,IC50,,13.732,139530472.0,O60885,0.0
Inactive,IC50,,10.288,139530289.0,O60885,0.0
Inactive,IC50,>,25.0,139530350.0,O60885,0.0
Inactive,IC50,,24.677999,139530521.0,O60885,0.0
Inactive,IC50,>,25.0,139530318.0,O60885,0.0
Inactive,IC50,>,25.0,139530375.0,O60885,0.0
Inactive,IC50,,14.775,139530515.0,O60885,0.0
Inactive,IC50,>,25.0,139530466.0,O60885,0.0
Inactive,IC50,,10.494,139530341.0,O60885,0.0
Inactive,IC50,,12.289,139530395.0,O60885,0.0
Inactive,IC50,,14.32,139530328.0,O60885,0.0
Inactive,IC50,,14.329,139530507.0,O60885,0.0
Inactive,IC50,>,25.0,139530319.0,O60885,0.0
Inactive,IC50,>,25.0,139543503.0,O60885,0.0
Inactive,IC50,>,25.0,139530330.0,O60885,0.0
Inactive,IC50,,17.305,139530449.0,O60885,0.0
Inactive,IC50,,21.938999,139530430.0,O60885,0.0
Inactive,IC50,,12.148,139530345.0,O60885,0.0
Inactive,IC50,>,25.0,139543520.0,O60885,0.0
Inactive,IC50,>,25.0,139543418.0,O60885,0.0
Inactive,IC50,>,25.0,139543429.0,O60885,0.0
Inactive,IC50,,11.947,139530518.0,O60885,0.0
Inactive,IC50,,18.642,139530445.0,O60885,0.0
Inactive,IC50,>,25.0,139530447.0,O60885,0.0
Inactive,IC50,>,25.0,139530366.0,O60885,0.0
Inactive,IC50,,10.129,139530371.0,O60885,0.0
Inactive,IC50,>,25.0,139530342.0,O60885,0.0
Inactive,IC50,,20.983999,139530333.0,O60885,0.0
Inactive,IC50,,13.867,139530346.0,O60885,0.0
Inactive,IC50,,14.84,139530313.0,O60885,0.0
Inactive,IC50,>,25.0,139530460.0,O60885,0.0
Inactive,IC50,>,25.0,139530429.0,O60885,0.0
Inactive,IC50,,13.494,139530482.0,O60885,0.0
Inactive,IC50,,19.823999,139530307.0,O60885,0.0
Inactive,IC50,>,25.0,139543400.0,O60885,0.0
Inactive,IC50,>,25.0,139530474.0,O60885,0.0
Inactive,IC50,,18.129999,139530354.0,O60885,0.0
Inactive,IC50,,22.422001,139530492.0,O60885,0.0
Inactive,IC50,>,25.0,139530364.0,O60885,0.0
Inactive,IC50,,15.927,139530464.0,O60885,0.0
Inactive,IC50,,19.389999,139530352.0,O60885,0.0
Unspecified,IC50,>,31.622801,166634168.0,O60885,0.0
Unspecified,IC50,=,31.622801,162422436.0,O60885,0.0
Unspecified,IC50,=,50.118698,166634030.0,O60885,0.0
Unspecified,IC50,=,25.1189,166635973.0,O60885,0.0
Unspecified,Kd,=,31.0,170556472.0,O60885,0.0
Unspecified,Kd,=,13.0,170556475.0,O60885,0.0
Unspecified,IC50,>,31.622801,166635032.0,O60885,0.0
Unspecified,IC50,>,31.622801,166631191.0,O60885,0.0
Unspecified,IC50,=,15.8489,166629885.0,O60885,0.0
Inactive,IC50,,50.5,138479432.0,O60885,0.0
Inactive,IC50,,50.5,164514106.0,O60885,0.0
Inactive,IC50,,50.5,164514099.0,O60885,0.0
Inactive,IC50,,50.5,164514082.0,O60885,0.0
Inactive,IC50,,50.5,138479177.0,O60885,0.0
Inactive,IC50,,50.5,138479281.0,O60885,0.0
Inactive,IC50,,50.5,154593624.0,O60885,0.0
Unspecified,IC50,>,31.622801,166629652.0,O60885,0.0
Unspecified,IC50,>,31.622801,166631987.0,O60885,0.0
Unspecified,IC50,>,31.622801,166632117.0,O60885,0.0
Unspecified,IC50,>,31.622801,162422437.0,O60885,0.0
Inactive,IC50,,50.5,154593628.0,O60885,0.0
Inactive,IC50,,50.5,154593764.0,O60885,0.0
Inactive,IC50,,50.5,154593647.0,O60885,0.0
Inactive,IC50,,50.5,138479396.0,O60885,0.0
Inactive,IC50,,50.5,142546215.0,O60885,0.0
Inactive,IC50,,50.5,138479416.0,O60885,0.0
